Name,Price,CPU,RAM,Storage,Retailer,RAM_GB,Storage_GB,TextFeatures,Cluster
"Lenovo ThinkPad L16 Gen 1 16"" laptop 21L30031MX (svart)",17599.0,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor,1.0
"Lenovo ThinkPad T14s Gen 5 14"" laptop 21LS0017MX (svart)",24995.0,Intel Core Ultra 5 125U processor,"16GB RAM, 512GB SSD",,Elgiganten,16.0,16.0,Intel Core Ultra 5 125U processor,1.0
"Lenovo ThinkPad T14s Gen 5 14"" laptop 21LS001UMX (svart)",21087.0,Intel Core Ultra 5 125U processor,"16GB RAM, 512GB SSD",,Elgiganten,16.0,16.0,Intel Core Ultra 5 125U processor,1.0
"Lenovo ThinkPad T14s Gen 5 14"" laptop 21LS0027MX (svart)",28827.0,Intel Core Ultra 5 125U processor,"16GB RAM, 512GB SSD",,Elgiganten,16.0,16.0,Intel Core Ultra 5 125U processor,1.0
"Lenovo ThinkPad T14s Gen 6 14"" laptop 21N10008MX (svart)",24999.0,unknown_cpu,32 GB LPDDR5X SDRAM,,Elgiganten,32.0,32.0,unknown_cpu,3.0
"Lenovo ThinkPad X1 2-in-1 Gen 9 14"" laptop 21KE0039MX (grå)",31995.0,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor,1.0
"Lenovo ThinkPad X1 2-in-1 Gen 9 14"" laptop 21KE003DMX (grå)",34490.0,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor,1.0
"Lenovo ThinkPad X1 Carbon Gen 12 14"" laptop 21KC004QMX (black paint)",24995.0,Intel Core Ultra 5 125U processor,"16GB RAM, 512GB SSD",,Elgiganten,16.0,16.0,Intel Core Ultra 5 125U processor,1.0
"Lenovo ThinkPad X1 Carbon Gen 12 14"" laptop 21KC0051MX (black paint)",26499.0,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor,1.0
"Lenovo ThinkPad X1 Carbon Gen 12 14"" laptop 21KC0053MX (black paint)",30590.0,Intel Core Ultra 7 155U processor,"32GB RAM, 512GB SSD",,Elgiganten,32.0,32.0,Intel Core Ultra 7 155U processor,1.0
"Lenovo ThinkPad X1 Carbon Gen 12 14"" laptop 21KC005XMX (black paint)",31995.0,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor,1.0
"Lenovo ThinkPad X13 2-in-1 Gen 5 13.3"" laptop 21LW0018MX (svart)",22490.0,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor,1.0
"Lenovo ThinkPad X13 2-in-1 Gen 5 13.3"" laptop 21LW001CMX (svart)",22490.0,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor,1.0
"Lenovo ThinkPad X13 2-in-1 Gen 5 13.3"" laptop 21LW001LMX (svart)",26495.0,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor,1.0
"Lenovo ThinkPad X13 Gen 5 13.3"" laptop 21LU0013MX (svart)",22995.0,Intel Core Ultra 7 155U processor,"16GB RAM, 512GB SSD",,Elgiganten,16.0,16.0,Intel Core Ultra 7 155U processor,1.0
"Lenovo ThinkPad X13 Gen 5 13.3"" laptop 21LU0024MX (svart)",20595.0,Intel Core Ultra 5 125U processor,"16GB RAM, 512GB SSD",,Elgiganten,16.0,16.0,Intel Core Ultra 5 125U processor,1.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 5-340/16GB/512/OLED 14"" bärbar dator (+pen)",11990.0,AMD Ryzen™ AI 5 processor,"16GB LPDDR5X RAM, 512 GB, M.2 SSD",,Elgiganten,16.0,16.0,AMD Ryzen™ AI 5 processor,8.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 5-340/16GB/512/OLED 14"" bärbar dator (+pen)",11990.0,AMD Ryzen™ AI 5 processor,"16GB LPDDR5X RAM, 512 GB, M.2 SSD",,Elgiganten,16.0,16.0,AMD Ryzen™ AI 5 processor,8.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 5-340/16GB/512/OLED 14"" bärbar dator (+pen)",11990.0,AMD Ryzen™ AI 5 processor,"16GB LPDDR5X RAM, 512 GB, M.2 SSD",,Elgiganten,16.0,16.0,AMD Ryzen™ AI 5 processor,8.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 5-340/16GB/512/OLED 14"" bärbar dator (+pen)",11990.0,AMD Ryzen™ AI 5 processor,"16GB LPDDR5X RAM, 512 GB, M.2 SSD",,Elgiganten,16.0,16.0,AMD Ryzen™ AI 5 processor,8.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 7-350/32GB/1024/OLED 14"" bärbar dator (+pen)",13995.0,AMD Ryzen™ AI 7 processor,"32GB LPDDR5X RAM, 1024 GB, M.2 SSD",,Elgiganten,32.0,32.0,AMD Ryzen™ AI 7 processor,8.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 7-350/32GB/1024/OLED 14"" bärbar dator (+pen)",13995.0,AMD Ryzen™ AI 7 processor,"32GB LPDDR5X RAM, 1024 GB, M.2 SSD",,Elgiganten,32.0,32.0,AMD Ryzen™ AI 7 processor,8.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 7-350/32GB/1024/OLED 14"" bärbar dator (+pen)",13995.0,AMD Ryzen™ AI 7 processor,"32GB LPDDR5X RAM, 1024 GB, M.2 SSD",,Elgiganten,32.0,32.0,AMD Ryzen™ AI 7 processor,8.0
"Lenovo Yoga 7 2-in-1 14AKP10 AI 7-350/32GB/1024/OLED 14"" bärbar dator (+pen)",13995.0,AMD Ryzen™ AI 7 processor,"32GB LPDDR5X RAM, 1024 GB, M.2 SSD",,Elgiganten,32.0,32.0,AMD Ryzen™ AI 7 processor,8.0
"Lenovo Yoga 7 R5-8HS/16/512 14"" bärbar dator",11996.0,AMD Ryzen™ 5 8640HS processor,"16GB LPDDR5 RAM, 512GB SSD-lagring",,Elgiganten,16.0,16.0,AMD Ryzen™ 5 8640HS processor,8.0
"Lenovo Yoga 7 R7-8HS/16/1000 14"" bärbar dator",13996.0,AMD Ryzen™ 7 8840HS processor,"16GB LPDDR5 RAM, 1TB SSD-lagring",,Elgiganten,16.0,16384.0,AMD Ryzen™ 7 8840HS processor,8.0
"Lenovo Yoga 7 R7-8HS/16/1000/OLED/M365 14"" bärbar dator",14995.0,AMD Ryzen™ 7 8840HS processor,"16GB LPDDR5 RAM, 1TB SSD",,Elgiganten,16.0,16384.0,AMD Ryzen™ 7 8840HS processor,8.0
"Lenovo Yoga Pro 7 R7-8HS/16/512 14.5"" bärbar dator",11996.0,AMD Ryzen™ 7 8845HS processor,"16GB LPDDR5 RAM, 512GB SSD-lagring",,Elgiganten,16.0,16.0,AMD Ryzen™ 7 8845HS processor,8.0
"Lenovo Yoga Pro 9 Ultra-7/16/1TB/4060 16"" bärbar dator",22496.0,Intel® Core™ Ultra 7 155H-processor,"16 GB LPDDR5 RAM-minne, 1 TB SSD-lagring",,Elgiganten,16.0,16384.0,Intel® Core™ Ultra 7 155H-processor,1.0
"Lenovo Yoga Slim 7 14"" bärbar dator AI 7-350/16GB/512/OLED",11995.0,AMD Ryzen™ AI 7 350 processor,"16 GB LPDDR5X RAM, 512 GB M.2 SSD",,Elgiganten,16.0,16.0,AMD Ryzen™ AI 7 350 processor,8.0
"Lenovo Yoga Slim 7 14"" bärbar dator AI 7-350/32GB/512/OLED",12995.0,AMD Ryzen™ AI 7 350 processor,"32 GB LPDDR5X RAM, 512 GB M.2 SSD",,Elgiganten,32.0,32.0,AMD Ryzen™ AI 7 350 processor,8.0
"Lenovo Yoga Slim 7 14IMH9 Ultra 7-155H/16GB/512/OLED 14"" bärbar dator",13995.0,Intel® Core™ Ultra 7 155H processor,"16GB LPDDR5X RAM, 512GB SSD-lagring",,Elgiganten,16.0,16.0,Intel® Core™ Ultra 7 155H processor,9.0
"Lenovo Yoga Slim 7 14IMH9 Ultra 7-155H/32GB/512/OLED 14"" bärbar dator",14995.0,Intel® Core™ Ultra 7 155H processor,"32GB LPDDR5X RAM, 512GB SSD-lagring",,Elgiganten,32.0,32.0,Intel® Core™ Ultra 7 155H processor,1.0
"Lenovo Yoga Slim 7 Ultra 5-125H/16/512 14"" bärbar dator",12996.0,Intel® Core™ Ultra 5 125H processor,"16GB LPDDR5X RAM, 512GB SSD lagring",,Elgiganten,16.0,16.0,Intel® Core™ Ultra 5 125H processor,9.0
"Lenovo Yoga Slim 7i 14IMH9 Ultra 5-125H/16GB/512/OLED 14"" bärbar dator",12995.0,Intel® Core™ Ultra 5 125H processor,"16GB LPDDR5X RAM, 512GB SSD-lagring",,Elgiganten,16.0,16.0,Intel® Core™ Ultra 5 125H processor,9.0
"Lenovo Yoga Slim 7x 14Q8X9 Snap-10C/16GB/512/OLED 14.5"" Copilot+ PC",14990.0,unknown_cpu,"16 GB LPDDR5X RAM, 512 GB M.2 SSD",,Elgiganten,16.0,16.0,unknown_cpu,3.0
"Lenovo Yoga Slim 7x Snap-12C/16/512 14.5"" Copilot+ PC",16995.0,unknown_cpu,"16GB LPDDR5X RAM, 512GB M.2 SSD",,Elgiganten,16.0,16.0,unknown_cpu,3.0
"Lenovo Yoga Slim 7x Snap-12C/32/1024 14.5"" Copilot+ PC",17995.0,unknown_cpu,"32GB LPDDR5X RAM, 1024GB M.2 SSD",,Elgiganten,32.0,32.0,unknown_cpu,3.0
MacBook Air 13 M3 10C GPU/16/1TB (Space Gray),21495.0,Apple M3 chip octa-core SoC,"16 GB RAM, 1TB SSD-lagring",,Elgiganten,16.0,16384.0,Apple M3 chip octa-core SoC,9.0
MacBook Air 13 M3 10C GPU/16/256GB (Midnight),18326.0,Apple M3 chip octa-core SoC,"16 GB RAM, 256GB SSD-lagring",,Elgiganten,16.0,16.0,Apple M3 chip octa-core SoC,9.0
MacBook Air 13 M3 16/512GB (Midnight),15990.0,Apple M3 chip octa-core SoC,"16 GB RAM, 512 GB SSD lagring",,Elgiganten,16.0,16.0,Apple M3 chip octa-core SoC,9.0
MacBook Air 13 M3 8/512GB (Midnight),15326.0,Apple M3 chip octa-core SoC,"8 GB RAM, 512 GB SSD lagring",,Elgiganten,8.0,8.0,Apple M3 chip octa-core SoC,9.0
MacBook Air 13 M3 8/512GB (Space Gray),15326.0,Apple M3 chip octa-core SoC,"8 GB RAM, 512 GB SSD lagring",,Elgiganten,8.0,8.0,Apple M3 chip octa-core SoC,9.0
MacBook Air 13 M4 16/256GB (Midnight),14990.0,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 13 M4 16/256GB (Silver),14990.0,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 13 M4 16/256GB (Sky Blue),14990.0,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 13 M4 16/256GB (Starlight),14990.0,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 13 M4 16/512GB (Midnight),17889.0,Apple M4 chip 10-core SoC,"16 GB RAM, 512 GB SSD lagring",,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 13 M4 16/512GB (Silver),17889.0,Apple M4 chip 10-core SoC,"16 GB RAM, 512 GB SSD storage",,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 13 M4 16/512GB (Sky Blue),17889.0,Apple M4 chip 10-core SoC,"16 GB RAM, 512 GB SSD lagring",,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 13 M4 16/512GB (Starlight),17889.0,Apple M4 chip 10-core SoC,"16 GB RAM, 512 GB SSD lagring",,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 13 M4 24/512GB (Midnight),20990.0,Apple M4 chip 10-core SoC,"24 GB RAM, 512 GB SSD lagring",,Elgiganten,24.0,24.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 13 M4 24/512GB (Silver),20990.0,Apple M4 chip 10-core SoC,"24 GB RAM, 512 GB SSD lagring",,Elgiganten,24.0,24.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 13 M4 24/512GB (Sky Blue),20990.0,Apple M4 chip 10-core SoC,"24 GB RAM, 512 GB SSD lagring",,Elgiganten,24.0,24.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 13 M4 24/512GB (Starlight),20990.0,Apple M4 chip 10-core SoC,"24 GB RAM, 512 GB SSD lagring",,Elgiganten,24.0,24.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 13.6 M3 24/512GB (Midnight),18490.0,Apple M3 chip 8c CPU/10c GPU,"16GB RAM, 512GB SSD-lagring",,Elgiganten,16.0,16.0,Apple M3 chip 8c CPU/10c GPU,9.0
MacBook Air 13.6 M3 24/512GB (Space Grey),18490.0,Apple M3 chip 8c CPU/10c GPU,"24GB RAM, 512GB SSD-lagring",,Elgiganten,24.0,24.0,Apple M3 chip 8c CPU/10c GPU,9.0
MacBook Air 13.6 M3 24/512GB (Starlight),19490.0,Apple M3 chip 8c CPU/10c GPU,"24GB RAM, 512GB SSD-lagring",,Elgiganten,24.0,24.0,Apple M3 chip 8c CPU/10c GPU,9.0
MacBook Air 15 M2/8/512 2023 (Space Gray),18519.0,Apple M2 8-kärnig CPU 10-kärnig GPU,"8 GB RAM,  512 GB SSD",,Elgiganten,8.0,8.0,Apple M2 8-kärnig CPU 10-kärnig GPU,9.0
MacBook Air 15 M3/16GB/512GB (Midnight),19495.0,Apple M3 chip 8c CPU/10c GPU,"16GB RAM, 512GB SSD lagring",,Elgiganten,16.0,16.0,Apple M3 chip 8c CPU/10c GPU,9.0
MacBook Air 15 M3/16GB/512GB (Space Gray),19495.0,Apple M3 chip 8c CPU/10c GPU,"16GB RAM, 512GB SSD lagring",,Elgiganten,16.0,16.0,Apple M3 chip 8c CPU/10c GPU,9.0
MacBook Air 15 M3/16GB/512GB (Starlight),19490.0,Apple M3 chip 8c CPU/10c GPU,"16GB RAM, 512GB SSD lagring",,Elgiganten,16.0,16.0,Apple M3 chip 8c CPU/10c GPU,9.0
MacBook Air 15 M3/8GB/256GB (Midnight),17886.0,Apple M3 chip 8c CPU/10c GPU,"8GB RAM, 256GB SSD lagring",,Elgiganten,8.0,8.0,Apple M3 chip 8c CPU/10c GPU,9.0
MacBook Air 15 M3/8GB/512GB (Midnight),18986.0,Apple M3 chip 8c CPU/10c GPU,"8GB RAM, 512GB SSD lagring",,Elgiganten,8.0,8.0,Apple M3 chip 8c CPU/10c GPU,9.0
MacBook Air 15 M3/8GB/512GB (Silver),18986.0,Apple M3 chip 8c CPU/10c GPU,"8GB RAM, 512GB SSD lagring",,Elgiganten,8.0,8.0,Apple M3 chip 8c CPU/10c GPU,9.0
MacBook Air 15 M3/8GB/512GB (Space Gray),18986.0,Apple M3 chip 8c CPU/10c GPU,"8GB RAM, 512GB SSD lagring",,Elgiganten,8.0,8.0,Apple M3 chip 8c CPU/10c GPU,9.0
MacBook Air 15 M4 16/256GB (Midnight),17990.0,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 15 M4 16/256GB (Silver),17990.0,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 15 M4 16/256GB (Sky Blue),17990.0,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 15 M4 16/256GB (Starlight),17990.0,Apple M4 chip 10-core SoC,"16 GB RAM, 256 GB SSD lagring",,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC,9.0
MacBook Air 15 M4 16/512GB (Midnight),20990.0,Apple M4 chip 10-core SoC,"16 GB RAM, 512 GB SSD lagring",,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC,9.0
